# Mass Balance;  Corbassière; 38; annual
# name; date0; time0; date1; time1; period; date_quality; x_pos ; y_pos ; z_pos ; position_quality; mb_raw ; density ;  density_quality ; mb_we ; measurement_quality ; measurement_type ; mb_error ; reading_error ; density_error ; error_evaluation_method; source
# (-);  (yyyymmdd); (hhmm) ; (yyyymmdd); (hhmm) ; (d) ; (#) ; (m) ; (m) ; (m a.s.l.) ; (#) ; (cm) ; (kg m-3) ; (#) ; (mm w.e.) ; (#) ; (#) ; (mm w.e.) ; (mm w.e.) ; (mm w.e.) ; (#) ; (-) 
#  GLAMOS / VAW-ETHZ    ; production-date 20231122 ;   reference ; http://www.glamos.ch
         B1   20050831 1200   20060906 1200  371.0  1   589606.8  93224.1  2645.2   2  -361   900   1  -3249   1   1    66    45    48   0  fmm,ab
          R   20050831 1200   20060906 1200  371.0  1   589142.0  93656.6  2618.9   2  -384   900   1  -3456   1   1    68    45    51   0  fmm,ab
         A1   20050901 1200   20060906 1200  370.0  1   588647.0  94322.1  2471.9   2  -527   900   1  -4743   1   1    84    45    71   0  fmm,ab
         A3   20050901 1200   20060906 1200  370.0  1   588271.9  94208.5  2468.0   2  -358   900   1  -3222   1   1    66    45    48   0  fmm,ab
         A2   20050901 1200   20060906 1200  370.0  1   588448.8  94257.9  2461.1   2  -501   900   1  -4509   1   1    81    45    67   0  fmm,ab
         B3   20060906 1200   20070903 1200  362.0  1   589223.0  93026.9  2650.3   2  -363   900   1  -3267   1   1    66    45    49   0  fmm,ab
         B2   20060906 1200   20070903 1200  362.0  1   589379.0  93110.8  2647.3   2  -362   900   1  -3258   1   1    66    45    48   0  fmm,ab
         B1   20060906 1200   20070903 1200  362.0  1   589604.7  93228.4  2643.8   2  -342   900   1  -3078   1   1    64    45    46   0  fmm,ab
          R   20060906 1200   20070903 1200  362.0  1   588815.3  94100.9  2514.9   2  -443   900   1  -3987   1   1    74    45    59   0  fmm,ab
         A1   20060907 1200   20070904 1200  362.0  1   588648.9  94321.3  2466.0   2  -562   900   1  -5058   1   1    88    45    75   0  fmm,ab
         A3   20060907 1200   20070904 1200  362.0  1   588276.1  94205.6  2461.0   2  -436   900   1  -3924   1   1    74    45    58   0  fmm,ab
         A2   20060907 1200   20070904 1200  362.0  1   588452.9  94257.5  2453.3   2  -519   900   1  -4671   1   1    83    45    70   0  fmm,ab
         B3   20070903 1200   20080908 1200  371.0  1   589175.9  93012.0  2648.6   2  -438   900   1  -3942   1   1    74    45    59   0  fmm,ab
         B2   20070903 1200   20080908 1200  371.0  1   589339.0  93096.8  2646.9   2  -462   900   1  -4158   1   1    76    45    62   0  fmm,ab
         B1   20070903 1200   20080908 1200  371.0  1   589567.5  93220.3  2643.3   2  -403   900   1  -3627   1   1    70    45    54   0  fmm,ab
          R   20070903 1200   20080908 1200  371.0  1   589144.2  93657.7  2612.9   2  -523   900   1  -4707   1   1    83    45    70   0  fmm,ab
         A1   20070904 1200   20080908 1200  370.0  1   588642.1  94333.8  2461.6   2  -600   900   1  -5400   1   1    92    45    80   0  fmm,ab
         A3   20070904 1200   20080908 1200  370.0  1   588270.3  94210.3  2458.6   2  -423   900   1  -3807   1   1    72    45    57   0  fmm,ab
         A2   20070904 1200   20080908 1200  370.0  1   588402.2  94253.6  2451.2   2  -536   900   1  -4824   1   1    85    45    72   0  fmm,ab
      08625   20080908 1200   20090907 1200  364.0  1   589230.8  93014.2  2646.9   2  -408   900   1  -3672   1   1    71    45    55   0  fmm,ab
      08623   20080908 1200   20090907 1200  364.0  1   589394.0  93102.6  2642.9   2  -429   900   1  -3861   1   1    73    45    57   0  fmm,ab
      08621   20080908 1200   20090907 1200  364.0  1   589579.7  93203.2  2641.0   2  -403   900   1  -3627   1   1    70    45    54   0  fmm,ab
      08670   20080908 1200   20090907 1200  364.0  1   589153.2  93654.7  2608.4   2  -471   900   1  -4239   1   1    77    45    63   0  fmm,ab
      08721   20080908 1200   20090907 1200  364.0  1   588655.5  94315.9  2458.7   2  -570   900   1  -5130   1   1    89    45    76   0  fmm,ab
      08725   20080908 1200   20090907 1200  364.0  1   588278.6  94208.3  2452.5   2  -439   900   1  -3951   1   1    74    45    59   0  fmm,ab
      08723   20080908 1200   20090907 1200  364.0  1   588455.1  94257.7  2444.2   2  -513   900   1  -4617   1   1    82    45    69   0  fmm,ab
      09625   20090907 1200   20100901 1200  359.0  1   589230.8  93014.2  2646.9   2  -362   900   1  -3258   1   1    66    45    48   0  fmm,ab
      09623   20090907 1200   20100901 1200  359.0  1   589394.0  93102.6  2642.9   2  -372   900   1  -3348   1   1    67    45    50   0  fmm,ab
      09621   20090907 1200   20100901 1200  359.0  1   589579.7  93203.2  2641.0   2  -354   900   1  -3186   1   1    65    45    47   0  fmm,ab
      09670   20090907 1200   20100901 1200  359.0  1   589153.2  93654.7  2608.4   2  -430   900   1  -3870   1   1    73    45    58   0  fmm,ab
      09721   20090908 1200   20100903 1200  360.0  1   588655.5  94315.9  2458.7   2  -523   900   1  -4707   1   1    83    45    70   0  fmm,ab
      09725   20090908 1200   20100903 1200  360.0  1   588278.6  94208.3  2452.5   2  -405   900   1  -3645   1   1    70    45    54   0  fmm,ab
      09723   20090908 1200   20100903 1200  360.0  1   588455.1  94257.7  2444.2   2  -463   900   1  -4167   1   1    77    45    62   0  fmm,ab
      10625   20100901 1200   20110830 1200  363.0  1   589234.5  93011.4  2645.3   2  -460   900   1  -4140   1   1    76    45    62   0  fmm,ab
      10623   20100901 1200   20110830 1200  363.0  1   589391.9  93100.3  2642.8   2  -434   900   1  -3906   1   1    73    45    58   0  fmm,ab
      10621   20100901 1200   20110830 1200  363.0  1   589579.6  93203.1  2639.0   2  -432   900   1  -3888   1   1    73    45    58   0  fmm,ab
      10670   20100901 1200   20110830 1200  363.0  1   589151.5  93649.6  2605.9   2  -515   900   1  -4635   1   1    82    45    69   0  fmm,ab
      10721   20100902 1200   20110831 1200  363.0  1   588655.8  94316.7  2454.6   2  -589   900   1  -5301   1   1    91    45    79   0  fmm,ab
      10725   20100902 1200   20110831 1200  363.0  1   588281.4  94209.2  2448.4   2  -522   900   1  -4698   1   1    83    45    70   0  fmm,ab
      10723   20100902 1200   20110831 1200  363.0  1   588446.9  94257.2  2439.4   2  -589   900   1  -5301   1   1    91    45    79   0  fmm,ab
      11625   20110830 1200   20120918 1200  385.0  1   589231.1  93013.7  2642.0   2  -463   900   1  -4167   1   1    77    45    62   0  fmm,ab
      11623   20110830 1200   20120918 1200  385.0  1   589392.6  93101.0  2638.5   2  -485   900   1  -4365   1   1    79    45    65   0  fmm,ab
      11621   20110830 1200   20120918 1200  385.0  1   589579.5  93203.4  2635.8   2  -452   900   1  -4068   1   1    75    45    61   0  fmm,ab
      11670   20110830 1200   20120918 1200  385.0  1   589150.8  93647.3  2602.0   2  -539   900   1  -4851   1   1    85    45    72   0  fmm,ab
      11721   20110831 1200   20120919 1200  385.0  1   588667.0  94278.8  2456.3   2  -709   900   1  -6381   1   1   105    45    95   0  fmm,ab
      11725   20110831 1200   20120919 1200  385.0  1   588281.5  94208.6  2443.3   2  -403   900   1  -3627   1   1    70    45    54   0  fmm,ab
      11723   20110831 1200   20120919 1200  385.0  1   588447.6  94254.2  2433.9   2  -541   900   1  -4869   1   1    85    45    73   0  fmm,ab
      12625   20120919 1200   20130925 1200  371.0  1   589231.7  93012.9  2637.7   1  -326   900   1  -2934   1   1    62    45    44   0  fmm,ab
      12623   20120919 1200   20130925 1200  371.0  1   589394.3  93101.7  2633.5   1  -342   900   1  -3078   1   1    64    45    46   0  fmm,ab
      12621   20120919 1200   20130925 1200  371.0  1   589579.9  93203.3  2631.1   1  -311   900   1  -2799   1   1    61    45    41   0  fmm,ab
      12670   20120919 1200   20130925 1200  371.0  1   589152.9  93648.6  2595.9   1  -402   900   1  -3618   1   1    70    45    54   0  fmm,ab
      12725   20120919 1200   20130926 1200  372.0  1   588298.0  94214.1  2434.7   1  -301   900   1  -2709   1   1    60    45    40   0  fmm,ab
      12723   20120919 1200   20130926 1200  372.0  1   588452.8  94254.6  2423.9   1  -499   900   1  -4491   1   1    81    45    67   0  fmm,ab
      13625   20130925 1200   20140908 1200  348.0  1   589231.7  93012.9  2637.7   1  -315   900   1  -2835   1   1    61    45    42   0  fmm,ab
      13623   20130925 1200   20140908 1200  348.0  1   589394.3  93101.7  2633.5   1  -325   900   1  -2925   1   1    62    45    43   0  fmm,ab
      13621   20130925 1200   20140908 1200  348.0  1   589579.9  93203.3  2631.1   1  -307   900   1  -2763   1   1    61    45    41   0  fmm,ab
      13670   20130925 1200   20140908 1200  348.0  1   589152.9  93648.6  2595.9   1  -383   900   1  -3447   1   1    68    45    51   0  fmm,ab
      13725   20130926 1200   20140908 1200  347.0  1   588298.0  94214.1  2434.7   1  -286   900   1  -2574   1   1    59    45    38   0  fmm,ab
      13722   20130926 1200   20140908 1200  347.0  1   588563.2  94290.3  2434.3   1  -449   900   1  -4041   1   1    75    45    60   0  fmm,ab
      13723   20130926 1200   20140908 1200  347.0  1   588452.8  94254.6  2423.9   1  -399   900   1  -3591   1   1    70    45    53   0  fmm,ab
        625   20140908 1200   20150908 1200  365.0  1   589231.7  93012.9  2637.7   1  -515   900   1  -4635   1   1    82    45    69   0  fmm,ab
        623   20140908 1200   20150908 1200  365.0  1   589394.3  93101.7  2633.5   1  -476   900   1  -4284   1   1    78    45    64   0  fmm,ab
        621   20140908 1200   20150908 1200  365.0  1   589579.9  93203.3  2631.1   1  -528   900   1  -4752   1   1    84    45    71   0  fmm,ab
        670   20140908 1200   20150908 1200  365.0  1   589152.9  93648.6  2595.9   1  -575   900   1  -5175   1   1    89    45    77   0  fmm,ab
        725   20140908 1200   20150908 1200  365.0  1   588298.0  94214.1  2434.7   1  -415   900   1  -3735   1   1    71    45    56   0  fmm,ab
        722   20140908 1200   20150908 1200  365.0  1   588563.2  94290.3  2434.3   1  -663   900   1  -5967   1   1   100    45    89   0  fmm,ab
        723   20140908 1200   20150908 1200  365.0  1   588452.8  94254.6  2423.9   1  -584   900   1  -5256   1   1    90    45    78   0  fmm,ab
        625   20150908 1200   20160914 1200  372.0  1   589230.8  93012.2  2632.8   1  -345   900   1  -3105   1   1    64    45    46   0  fmm,ab
        623   20150908 1200   20160914 1200  372.0  1   589392.0  93099.2  2628.9   1  -378   900   1  -3402   1   1    68    45    51   0  fmm,ab
        621   20150908 1200   20160914 1200  372.0  1   589577.1  93202.1  2625.3   1  -340   900   1  -3060   1   1    64    45    45   0  fmm,ab
        670   20150908 1200   20160914 1200  372.0  1   589150.1  93651.5  2589.2   1  -410   900   1  -3690   1   1    71    45    55   0  fmm,ab
        725   20150908 1200   20160914 1200  372.0  1   588297.3  94212.4  2427.3   1  -351   900   1  -3159   1   1    65    45    47   0  fmm,ab
        722   20150908 1200   20160914 1200  372.0  1   588556.5  94285.1  2423.9   1  -533   900   1  -4797   1   1    84    45    71   0  fmm,ab
        723   20150908 1200   20160914 1200  372.0  1   588451.5  94254.6  2409.7   1  -402   900   1  -3618   1   1    70    45    54   0  fmm,ab
        625   20160914 1200   20170922 1200  373.0  1   589229.3  93011.9  2631.0   1  -477   900   1  -4293   1   1    78    45    64   0  fmm,ab
        623   20160914 1200   20170922 1200  373.0  1   589392.0  93100.9  2626.5   1  -466   900   1  -4194   1   1    77    45    62   0  fmm,ab
        621   20160914 1200   20170922 1200  373.0  1   589577.1  93201.7  2622.8   1  -474   900   1  -4266   1   1    78    45    63   0  fmm,ab
        670   20160914 1200   20170922 1200  373.0  1   589150.7  93650.3  2587.1   1  -599   900   1  -5391   1   1    92    45    80   0  fmm,ab
        725   20160914 1200   20170922 1200  373.0  1   588313.7  94213.4  2424.0   1  -353   900   1  -3177   1   1    65    45    47   0  fmm,ab
        721   20160914 1200   20170922 1200  373.0  1   588648.6  94310.9  2423.4   1  -668   900   1  -6012   1   1   100    45    90   0  fmm,ab
        723   20160914 1200   20170922 1200  373.0  1   588449.1  94256.8  2403.1   1  -574   900   1  -5166   1   1    89    45    77   0  fmm,ab
        625   20170922 1200   20180918 1200  361.0  1   589230.0  93012.0  2627.8   1  -437   900   1  -3933   1   1    74    45    58   0  fmm,ab
        623   20170922 1200   20180918 1200  361.0  1   589392.0  93100.9  2623.3   1  -445   900   1  -4005   1   1    75    45    60   0  fmm,ab
        621   20170922 1200   20180918 1200  361.0  1   589577.4  93201.9  2619.3   1  -410   900   1  -3690   1   1    71    45    55   0  fmm,ab
        670   20170922 1200   20180918 1200  361.0  1   589155.1  93650.8  2583.1   1  -509   900   1  -4581   1   1    82    45    68   0  fmm,ab
        725   20170922 1200   20180918 1200  361.0  1   588320.6  94217.0  2418.7   1  -400   900   1  -3600   1   1    70    45    53   0  fmm,ab
        721   20170922 1200   20180918 1200  361.0  1   588650.7  94314.6  2416.5   1  -702   900   1  -6318   1   1   104    45    94   0  fmm,ab
      18625   20180918 1200   20190928 1200  375.0  1   589230.6  93006.8  2625.6   1  -439   900   1  -3951   1   1    74    45    59   0  fmm,ab
      18623   20180918 1200   20190928 1200  375.0  1   589390.0  93100.4  2620.9   1  -478   900   1  -4302   1   1    78    45    64   0  fmm,ab
      18621   20180918 1200   20190928 1200  375.0  1   589576.7  93201.6  2616.1   1  -421   900   1  -3789   1   1    72    45    56   0  fmm,ab
      18670   20180918 1200   20190928 1200  375.0  1   589151.8  93645.5  2579.9   1  -501   900   1  -4509   1   1    81    45    67   0  fmm,ab
      18725   20180918 1200   20190928 1200  375.0  1   588324.8  94197.8  2416.7   1  -447   900   1  -4023   1   1    75    45    60   0  fmm,ab
      18721   20180918 1200   20190928 1200  375.0  1   588651.6  94310.7  2410.3   1  -690   900   1  -6210   1   1   103    45    93   0  fmm,ab
      18723   20180918 1200   20190928 1200  375.0  1   588459.6  94256.7  2387.0   1  -403   900   1  -3627   1   1    70    45    54   0  fmm,ab
      17723   20180918 1200   20190928 1200  375.0  1   588452.8  94261.5  2386.1   1  -375   900   1  -3375   1   1    67    45    50   0  fmm,ab
      19621   20190928 1200   20200909 1200  347.0  1   589575.9  93202.2  2613.0   1  -446   900   1  -4014   1   1    75    45    60   0  fmm,ab
      19623   20190928 1200   20200909 1200  347.0  1   589386.5  93100.2  2618.2   1  -401   900   1  -3609   1   1    70    45    54   0  fmm,ab
      19625   20190928 1200   20200909 1200  347.0  1   589227.5  93009.4  2622.6   1  -399   900   1  -3591   1   1    70    45    53   0  fmm,ab
      19670   20190928 1200   20200909 1200  347.0  1   589151.0  93649.2  2576.1   1  -597   900   1  -5373   1   1    92    45    80   0  fmm,ab
      19721   20190928 1200   20200909 1200  347.0  1   588648.6  94310.1  2402.7   1  -601   900   1  -5409   1   1    92    45    81   0  fmm,ab
      19723   20190928 1200   20200909 1200  347.0  1   588460.1  94258.3  2376.7   1  -329   900   1  -2961   1   1    63    45    44   0  fmm,ab
      19725   20190928 1200   20200909 1200  347.0  1   588328.6  94194.2  2411.9   1  -444   900   1  -3996   1   1    74    45    59   0  fmm,ab
      20621   20200909 1200   20210915 1200  371.0  1   589577.2  93210.3  2607.5   1  -402   900   1  -3618   1   1    70    45    54   0  fmm,ab
      20623   20200909 1200   20210915 1200  371.0  1   589385.3  93110.0  2612.6   1  -415   900   1  -3735   1   1    71    45    56   0  fmm,ab
      20625   20200909 1200   20210915 1200  371.0  1   589218.6  93022.2  2616.8   1  -383   900   1  -3447   1   1    68    45    51   0  fmm,ab
      20675   20200909 1200   20210915 1200  371.0  1   588802.4  93405.3  2567.8   1  -399   900   1  -3591   1   1    70    45    53   0  fmm,ab
      20673   20200909 1200   20210915 1200  371.0  1   588941.7  93517.6  2568.6   1  -426   900   1  -3834   1   1    73    45    57   0  fmm,ab
      20670   20200909 1200   20210915 1200  371.0  1   589142.8  93653.3  2569.0   1  -453   900   1  -4077   1   1    75    45    61   0  fmm,ab
      20721   20200909 1200   20210915 1200  371.0  1   588652.6  94314.4  2389.7   1  -590   900   1  -5310   1   1    91    45    79   0  fmm,ab
      20723   20200909 1200   20210915 1200  371.0  1   588446.4  94253.5  2365.8   1  -212   900   1  -1908   1   1    53    45    28   0  fmm,ab
      19725   20200909 1200   20210915 1200  371.0  1   588331.7  94196.5  2402.8   1  -260   900   1  -2340   1   1    57    45    35   0  fmm,ab
      21623   20210914 1400   20220901 1425  352.0  1   589380.7  93104.6  2611.2   1  -565   900   1  -5085   1   1    88    45    76   0  ab
      21625   20210914 1419   20220901 1446  352.0  1   589231.4  93021.5  2615.2   1  -552   900   1  -4968   1   1    87    45    74   0  ab
      21670   20210914 1525   20220901 1556  352.0  1   589141.2  93648.2  2567.2   1  -618   900   1  -5562   1   1    94    45    83   0  ab
      21673   20210914 1505   20220901 1532  352.0  1   588947.6  93502.6  2566.4   1  -547   900   1  -4923   1   1    86    45    73   0  ab
      21675   20210914 1446   20220901 1512  352.0  1   588806.4  93405.5  2565.6   1  -575   900   1  -5175   1   1    89    45    77   0  ab
      21721   20210915 0733   20220902 1003  352.0  1   588655.3  94312.7  2386.6   1  -923   900   1  -8307   1   1   132    45   124   0  ab
      22621   20220901 1405   20230912 1246  376.0  1   589577.4  93206.5  2601.5   1  -538   900   1  -4842   1   1    85    45    72   0  ab
      22623   20220901 1423   20230912 1305  376.0  1   589382.6  93107.0  2606.8   1  -573   900   1  -5157   1   1    89    45    77   0  ab
      22625   20220901 1444   20230912 1320  376.0  1   589222.1  93014.9  2611.0   1  -550   900   1  -4950   1   1    86    45    74   0  ab
      22673   20220902 0918   20230912 1347  375.0  1   588948.3  93503.0  2561.9   1  -538   900   1  -4842   1   1    85    45    72   0  ab
      22675   20220901 1510   20230912 1402  376.0  1   588799.4  93398.7  2560.4   1  -573   900   1  -5157   1   1    89    45    77   0  ab
