dis_along_flowline,area,mean_elevation,slope,bin_elevation,dx,width
82.98383204946398,35721.0,3727.3251953125,0.17882715165615082,3735.0,165.96766409892797,215.22867236781656
212.1692600193331,63504.0,3706.27685546875,0.3139280676841736,3705.0,92.4031918408103,687.2489871280958
297.66095022416846,67473.0,3674.3681640625,0.36469766497612,3675.0,78.58018856886048,858.6515409144488
380.7208492892373,107163.0,3644.408447265625,0.330158531665802,3645.0,87.53960956127732,1224.1658437485537
474.3165491160188,146853.0,3614.064208984375,0.2924182415008545,3615.0,99.6517900922856,1473.6614351232656
598.5339556051083,277830.0,3583.575927734375,0.1989680528640747,3585.0,148.7830228858934,1867.3501493048504
746.3950655041344,488187.0,3553.882568359375,0.20139817893505096,3555.0,146.93919691215902,3322.37422184797
880.4843464432407,654885.0,3524.136474609375,0.24257193505764008,3525.0,121.23936496605356,5401.587184025293
1005.3792023028147,718389.0,3494.4443359375,0.22926822304725647,3495.0,128.55034675309437,5588.38632601905
1146.754463449815,754110.0,3464.93212890625,0.19215194880962372,3465.0,154.20017554090592,4890.4613587806925
1297.3122204126119,758079.0,3435.33935546875,0.20143000781536102,3435.0,146.91533838468806,5159.971779223082
1442.3178847159998,821583.0,3404.460205078125,0.20665645599365234,3405.0,143.095990222088,5741.481635683053
1579.0786478258365,797769.0,3375.221923828125,0.2260838747024536,3375.0,130.42553599758546,6116.662614403739
1706.4007653344204,702513.0,3345.478759765625,0.23697181046009064,3345.0,124.21869901958243,5655.452887083067
1840.4806387074716,658854.0,3315.870849609375,0.20547716319561005,3315.0,143.94104772651994,4577.248883527555
2001.820747480796,642978.0,3284.480712890625,0.16629235446453094,3285.0,178.7391698201289,3597.2976748580063
2234.440500680359,734265.0,3254.821044921875,0.10433170944452286,3255.0,286.5003365789971,2562.876570295198
2457.917908757253,599319.0,3225.1201171875,0.18483485281467438,3225.0,160.45447957479092,3735.134111482664
2614.301249022881,563598.0,3195.033447265625,0.1944745033979416,3195.0,152.31220095646606,3700.281372475786
2774.1380749800546,567567.0,3165.576904296875,0.17736904323101044,3165.0,167.36145095788055,3391.264814875668
2966.5854712040077,575505.0,3133.92919921875,0.13704542815685272,3135.0,217.53334149002538,2645.5944456973684
3249.133427611047,579474.0,3107.151123046875,0.08610198646783829,3105.0,347.5625713240532,1667.2508716703044
3519.5892000439576,329427.0,3075.5078125,0.15393240749835968,3075.0,193.34897354176778,1703.7949256494826
3721.411121899023,337365.0,3045.928466796875,0.14170074462890625,3045.0,210.29487016836256,1604.2474061773585
3899.9355667793816,297675.0,3015.87841796875,0.20164547860622406,3015.0,146.75401959235472,2028.394185228216
4046.3572886514603,261954.0,2984.895751953125,0.20253798365592957,2985.0,146.089424151803,1793.1072117020665
4193.379303419404,218295.0,2955.019287109375,0.20005269348621368,2955.0,147.95460538408545,1475.4187572148437
4336.682451976249,186543.0,2925.132080078125,0.21308480203151703,2925.0,138.65169172960336,1345.4073129074661
4472.310172059295,150822.0,2894.46337890625,0.22249242663383484,2895.0,132.6037484364892,1137.3886619218495
4619.245407869687,142884.0,2864.860107421875,0.1839248090982437,2865.0,161.26672318429576,886.0104377312363
4788.209187084409,127008.0,2835.89697265625,0.16821222007274628,2835.0,176.66083524514752,718.9369382509394
4948.839259773204,107163.0,2805.846923828125,0.20456770062446594,2805.0,144.59931013244127,741.1031207676397
5101.14441305664,123039.0,2775.0009765625,0.18533550202846527,2775.0,160.01099643443067,768.9409024486573
5275.954586911936,107163.0,2743.698974609375,0.15691925585269928,2745.0,189.60935127616165,565.1778210238142
5478.892949806288,107163.0,2712.949951171875,0.13783755898475647,2715.0,216.26737451254354,495.5116334192355
5715.44595046918,123039.0,2683.677978515625,0.11627796292304993,2685.0,256.8386268132409,479.0517747529746
5990.6919739479745,162729.0,2655.135009765625,0.10180804133415222,2655.0,293.65342014434725,554.1532597168781
6234.381203506118,83349.0,2626.232421875,0.15363827347755432,2625.0,193.7250389719395,430.2438158862513
6396.774935480705,47628.0,2595.8251953125,0.22502203285694122,2595.0,131.06242497723392,363.39934964787335
6527.1554877852695,35721.0,2566.41650390625,0.22730781137943268,2565.0,129.6986796318958,275.41529413700687
6664.2954060179,43659.0,2537.393310546875,0.20459267497062683,2535.0,144.58115683336473,301.9688108480046
