        rmsthk      stdthk       rmsvel       stdvel       rmsdiv       stddiv       rmsusurf       stdusurf       vol
3.7256891727 18.1946411133 -18.9638423920 31.5681514740 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.7510137558
3.7724406719 18.0989704132 -18.9219570160 31.5263767242 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.7642688751
3.8124959469 18.0190906525 -18.8820419312 31.4928798676 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.7756271362
3.8489141464 17.9482364655 -18.8509597778 31.4614448547 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.7859554291
3.8831210136 17.8833274841 -18.8327293396 31.4219894409 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.7956533432
3.9157741070 17.8226356506 -18.7961235046 31.4060039520 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8049135208
3.9474279881 17.7651252747 -18.7707176208 31.3802165985 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8138885498
3.9784410000 17.7101345062 -18.7563724518 31.3447189331 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8226842880
4.0089354515 17.6571693420 -18.7223072052 31.3312854767 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8313293457
4.0391478539 17.6059093475 -18.6987476349 31.3074283600 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8398971558
4.0692610741 17.5561122894 -18.6902942657 31.2676811218 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8484363556
4.0992326736 17.5076198578 -18.6521587372 31.2603702545 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8569335938
4.1292462349 17.4602851868 -18.6338615417 31.2316055298 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8654460907
4.1593647003 17.4140529633 -18.6159954071 31.2029933929 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8739843369
4.1895775795 17.3688049316 -18.5875568390 31.1850528717 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8825521469
4.2199635506 17.3245449066 -18.5629653931 31.1643009186 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8911685944
4.2506237030 17.2812328339 -18.5545101166 31.1246547699 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8998613358
4.2814536095 17.2388668060 -18.5171756744 31.1162490845 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.9086046219
4.3125767708 17.1974315643 -18.4983329773 31.0870075226 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.9174299240
4.3440179825 17.1569747925 -18.4797477722 31.0576496124 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.9263467789
4.3757166862 17.1174793243 -18.4503154755 31.0389118195 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.9353351593
4.4077343941 17.0789966583 -18.4212779999 31.0200290680 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.9444122314
4.4401783943 17.0415248871 -18.4158802032 30.9751167297 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.9536142349
4.4728603363 17.0051498413 -18.3719158173 30.9706268311 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.9628801346
4.5059599876 16.9698505402 -18.3558177948 30.9358367920 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.9722661972
4.5394563675 16.9357223511 -18.3383502960 30.9043903351 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.9817638397
4.5732769966 16.9027938843 -18.3064193726 30.8843421936 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.9913549423
4.6074495316 16.8711433411 -18.2743186951 30.8669910431 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.0010433197
4.6420936584 16.8407936096 -18.2660179138 30.8212928772 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.0108690262
4.6770362854 16.8118076324 -18.2258167267 30.8111114502 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.0207757950
4.7124252319 16.7842540741 -18.2074890137 30.7752876282 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.0308113098
4.7481827736 16.7582130432 -18.1786346436 30.7507209778 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.0409507751
4.7843341827 16.7336940765 -18.1535415649 30.7214927673 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.0512018204
4.8208436966 16.7107677460 -18.1179237366 30.7034988403 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.0615549088
4.8578524590 16.6895141602 -18.1105194092 30.6544990540 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.0720500946
4.8950958252 16.6700191498 -18.0584106445 30.6521072388 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.0826101303
4.9328761101 16.6522426605 -18.0483837128 30.6062412262 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.0933218002
4.9710388184 16.6363220215 -18.0218467712 30.5775871277 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.1041450500
5.0095419884 16.6223545074 -17.9879932404 30.5529251099 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.1150627136
5.0484409332 16.6102752686 -17.9570255280 30.5295104980 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.1260919571
5.0878453255 16.6002693176 -17.9486255646 30.4773979187 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.1372652054
5.1274466515 16.5923728943 -17.8924770355 30.4760074615 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.1484956741
5.1675553322 16.5866050720 -17.8786678314 30.4300441742 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.1598691940
5.2080359459 16.5830383301 -17.8490371704 30.4009304047 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.1713476181
5.2488470078 16.5817813873 -17.8146839142 30.3747253418 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.1829195023
5.2900447845 16.5827617645 -17.7803268433 30.3506622314 0.0000000000 0.0000000000 13.9437055588 30.6557617188 14.1946010590
