     velsurf       thk_regu           glen
     35.5299         3.0247        -0.7943
     36.3379         3.1046        -0.7943
     36.3378         3.1045        -0.7943
     36.3378         3.1045        -0.7943
     36.3377         3.1045        -0.7943
     36.3377         3.1045        -0.7943
     36.3377         3.1045        -0.7943
     36.3376         3.1045        -0.7943
     36.3376         3.1045        -0.7943
     36.3376         3.1045        -0.7943
     36.3375         3.1045        -0.7943
     36.3375         3.1044        -0.7943
     36.3375         3.1044        -0.7943
     36.3374         3.1044        -0.7943
     36.3374         3.1044        -0.7943
     36.3373         3.1044        -0.7943
     36.3373         3.1044        -0.7943
     36.3373         3.1044        -0.7943
     36.3372         3.1044        -0.7943
     36.3372         3.1044        -0.7943
     36.3371         3.1044        -0.7943
     36.3371         3.1044        -0.7943
     36.3371         3.1043        -0.7943
     36.3371         3.1043        -0.7943
     36.3370         3.1043        -0.7943
     36.3370         3.1043        -0.7943
     36.3369         3.1043        -0.7943
     36.3369         3.1043        -0.7943
     36.3369         3.1043        -0.7943
     36.3368         3.1043        -0.7943
     36.3368         3.1043        -0.7943
     36.3368         3.1043        -0.7943
     36.3367         3.1042        -0.7943
     36.3367         3.1042        -0.7943
     36.3366         3.1042        -0.7943
     36.3366         3.1042        -0.7943
     36.3365         3.1042        -0.7943
     36.3365         3.1042        -0.7943
     36.3364         3.1042        -0.7943
     36.3364         3.1042        -0.7943
     36.3364         3.1041        -0.7943
     36.3363         3.1041        -0.7943
     36.3363         3.1041        -0.7943
     36.3363         3.1041        -0.7943
     36.3362         3.1041        -0.7943
     36.3362         3.1041        -0.7943
     36.3361         3.1041        -0.7943
     36.3361         3.1041        -0.7943
     36.3360         3.1040        -0.7943
     36.3360         3.1040        -0.8873
     31.4027         3.1040        -0.8873
     31.4027         3.1040        -0.8873
     31.4026         3.1040        -0.8873
     31.4026         3.1040        -0.8873
     31.4025         3.1040        -0.8873
     31.4025         3.1040        -0.8873
     31.4025         3.1039        -0.8873
     31.4024         3.1039        -0.8873
     31.4023         3.1039        -0.8873
     31.4023         3.1039        -0.8873
     31.4022         3.1039        -0.8873
     31.4022         3.1039        -0.8873
     31.4021         3.1039        -0.8873
     31.4021         3.1038        -0.8873
     31.4020         3.1038        -0.8873
     31.4020         3.1038        -0.8873
     31.4019         3.1038        -0.8873
     31.4019         3.1038        -0.8873
     31.4018         3.1038        -0.8873
     31.4017         3.1037        -0.8873
     31.4017         3.1037        -0.8873
     31.4016         3.1037        -0.8873
     31.4016         3.1037        -0.8873
     31.4015         3.1037        -0.8873
     31.4014         3.1037        -0.8873
     31.4014         3.1036        -0.8873
     31.4013         3.1036        -0.8873
     31.4012         3.1036        -0.8873
     31.4012         3.1036        -0.8873
     31.4011         3.1036        -0.8873
     31.4010         3.1036        -0.8873
     31.4009         3.1035        -0.8873
     31.4009         3.1035        -0.8873
     31.4008         3.1035        -0.8873
     31.4008         3.1035        -0.8873
     31.4007         3.1035        -0.8873
     31.4006         3.1035        -0.8873
     31.4006         3.1034        -0.8873
     31.4005         3.1034        -0.8873
     31.4005         3.1034        -0.8873
     31.4004         3.1034        -0.8873
     31.4003         3.1034        -0.8873
     31.4003         3.1034        -0.8873
     31.4002         3.1033        -0.8873
     31.4002         3.1033        -0.8873
     31.4001         3.1033        -0.8873
     31.4001         3.1033        -0.8873
     31.4000         3.1033        -0.8873
