        rmsthk      stdthk       rmsvel       stdvel       rmsdiv       stddiv       rmsusurf       stdusurf       vol
3.7558214664 18.0663299561 -22.3568897247 34.6833877563 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.7595577240
3.8218510151 17.8897171021 -22.2852783203 34.5855216980 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.7782812119
3.8776242733 17.7493591309 -22.2284622192 34.5074348450 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.7940950394
3.9278507233 17.6308555603 -22.1795768738 34.4403152466 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8083391190
3.9746689796 17.5277175903 -22.1352119446 34.3793640137 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8216142654
4.0192632675 17.4364490509 -22.0935859680 34.3220863342 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8342580795
4.0623736382 17.3548984528 -22.0537662506 34.2674446106 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8464832306
4.1044950485 17.2816638947 -22.0153045654 34.2146797180 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8584260941
4.1459655762 17.2158451080 -21.9774112701 34.1629180908 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8701858521
4.1870393753 17.1568622589 -21.9401874542 34.1120910645 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8818330765
4.2278928757 17.1043434143 -21.9032936096 34.0618286133 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.8934183121
4.2686624527 17.0580291748 -21.8666572571 34.0119705200 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.9049787521
4.3094573021 17.0177249908 -21.8300666809 33.9622077942 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.9165458679
4.3503756523 16.9833393097 -21.7937469482 33.9127082825 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.9281492233
4.3914866447 16.9548625946 -21.7570533752 33.8630447388 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.9398069382
4.4328665733 16.9323272705 -21.7202892303 33.8133201599 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.9515409470
4.4745798111 16.9157981873 -21.6833133698 33.7635040283 0.0000000000 0.0000000000 13.9437055588 30.6557617188 13.9633703232
