survey_id,date,elevation_date,latitude,longitude,elevation,thickness,thickness_uncertainty,flag,rgi_id,x_proj,y_proj,i_grid,j_grid,ij_grid
116,2007-07-29,2007-01-01,46.5832531,8.387138,2354.0,138,,,RGI60-11.01238,-717.2667260170984,5158854.274872563,100,198,0100_0198
116,2007-07-29,2007-01-01,46.582493,8.3865593,2345.0,120,,,RGI60-11.01238,-761.6142910613706,5158769.8193259,100,200,0100_0200
116,2007-07-29,2007-01-01,46.5819915,8.3860556,2337.0,119,,,RGI60-11.01238,-800.213028169269,5158714.098523082,99,201,0099_0201
116,2007-07-29,2007-01-01,46.5841556,8.3873871,2369.0,124,,,RGI60-11.01238,-698.1704208876902,5158954.556860659,101,197,0101_0197
116,2007-07-29,2007-01-01,46.5829173,8.388626,2359.0,99,,,RGI60-11.01238,-603.2677923752074,5158816.948911909,102,199,0102_0199
116,2007-07-29,2007-01-01,46.583593,8.3857425,2352.0,87,,,RGI60-11.01238,-824.177374644136,5158892.05760015,99,198,0099_0198
116,2007-07-29,2007-01-01,46.5851816,8.3874619,2389.0,135,,,RGI60-11.01238,-692.4266737472298,5159068.5635479065,101,195,0101_0195
116,2007-07-29,2007-01-01,46.5815791,8.3848895,2325.0,103,,,RGI60-11.01238,-889.5622353003075,5158668.285861094,98,201,0098_0201
273,2003-04-26,2003-04-26,46.638179,8.390007,3020.0,130,,,RGI60-11.01238,-496.9565555842238,5164957.55177127,104,106,0104_0106
273,2003-04-26,2003-04-26,46.638201,8.390172,3019.0,132,,,RGI60-11.01238,-484.32770817973136,5164959.995368962,104,106,0104_0106
273,2003-04-26,2003-04-26,46.638222,8.390354,3019.0,134,,,RGI60-11.01238,-470.3977469813214,5164962.327772175,104,106,0104_0106
273,2003-04-26,2003-04-26,46.638247,8.390499,3019.0,135,,,RGI60-11.01238,-459.2996387157631,5164965.10489981,104,106,0104_0106
273,2003-04-26,2003-04-26,46.638264,8.390693,3019.0,134,,,RGI60-11.01238,-444.4512859079243,5164966.992815824,104,106,0104_0106
273,2003-04-26,2003-04-26,46.638289,8.390879,3018.0,134,,,RGI60-11.01238,-430.2151760801453,5164969.769766581,105,106,0105_0106
273,2003-04-26,2003-04-26,46.638288,8.391044,3018.0,135,,,RGI60-11.01238,-417.5865582543289,5164969.65775974,105,106,0105_0106
273,2003-04-26,2003-04-26,46.638306,8.391228,3018.0,134,,,RGI60-11.01238,-403.50359330906485,5164971.656948922,105,106,0105_0106
273,2003-04-26,2003-04-26,46.638318,8.391402,3017.0,134,,,RGI60-11.01238,-390.1860515828325,5164972.989504544,105,106,0105_0106
273,2003-04-26,2003-04-26,46.638329,8.391578,3017.0,133,,,RGI60-11.01238,-376.7154485514208,5164974.210960693,105,106,0105_0106
273,2003-04-26,2003-04-26,46.638341,8.391755,3016.0,135,,,RGI60-11.01238,-363.1683072364698,5164975.543561636,106,106,0106_0106
273,2003-04-26,2003-04-26,46.638352,8.391931,3016.0,135,,,RGI60-11.01238,-349.69771538754026,5164976.765078128,106,106,0106_0106
273,2003-04-26,2003-04-26,46.638356,8.392108,3016.0,135,,,RGI60-11.01238,-336.15063532721206,5164977.208785204,106,106,0106_0106
273,2003-04-26,2003-04-26,46.638364,8.392271,3016.0,136,,,RGI60-11.01238,-323.6750517512139,5164978.09705739,106,106,0106_0106
273,2003-04-26,2003-04-26,46.638363,8.392459,3015.0,134,,,RGI60-11.01238,-309.28609794936864,5164977.985183086,106,106,0106_0106
273,2003-04-26,2003-04-26,46.638342,8.392622,3016.0,136,,,RGI60-11.01238,-296.81067851363963,5164975.65105058,107,106,0107_0106
273,2003-04-26,2003-04-26,46.638326,8.392802,3017.0,136,,,RGI60-11.01238,-283.0340930065282,5164973.872479285,107,106,0107_0106
273,2003-04-26,2003-04-26,46.638313,8.392961,3018.0,136,,,RGI60-11.01238,-270.86476339735503,5164972.427369378,107,106,0107_0106
273,2003-04-26,2003-04-26,46.638298,8.393111,3020.0,136,,,RGI60-11.01238,-259.38427149588495,5164970.760074974,107,106,0107_0106
273,2003-04-26,2003-04-26,46.638274,8.393277,3022.0,135,,,RGI60-11.01238,-246.67922002410168,5164968.092678363,107,106,0107_0106
273,2003-04-26,2003-04-26,46.649052,8.397558,3283.0,43,,,RGI60-11.01238,80.96022003559291,5166165.733316105,112,88,0112_0088
273,2003-04-26,2003-04-26,46.649051,8.397712,3282.0,45,,,RGI60-11.01238,92.74460159880543,5166165.622366327,113,88,0113_0088
273,2003-04-26,2003-04-26,46.648961,8.397881,3281.0,46,,,RGI60-11.01238,105.6769861785411,5166155.6218216885,113,88,0113_0088
273,2003-04-26,2003-04-26,46.648872,8.398024,3280.0,47,,,RGI60-11.01238,116.61983424749532,5166145.73238566,113,88,0113_0088
273,2003-04-26,2003-04-26,46.648777,8.398167,3280.0,46,,,RGI60-11.01238,127.56273231838975,5166135.17625251,113,88,0113_0088
273,2003-04-26,2003-04-26,46.6487,8.398299,3279.0,46,,,RGI60-11.01238,137.6638758805609,5166126.620271495,113,88,0113_0088
273,2003-04-26,2003-04-26,46.648614,8.398427,3278.0,47,,,RGI60-11.01238,147.45898235973968,5166117.0642243475,113,88,0113_0088
273,2003-04-26,2003-04-26,46.648527,8.398573,3277.0,47,,,RGI60-11.01238,158.63153115936106,5166107.39710982,114,89,0114_0089
